0.0	0.0	1.0	0.0
0.04	0.0016	0.85	0.2	
0.1	0.022	0.6	0.5	
0.2	0.04	0.33	1.0
0.3	0.09	0.1	1.5	
0.4	0.16	0.02	2.0
0.5	0.35	0.0	2.5
0.6	0.42	0.0	3.0
0.7	0.64	0.0	3.5
0.8	0.81	0.0	4.0
0.9	0.91	0.0	15.0
1.0	1.0	0.0	35.0
