3189.24	0.879769	2.09934e-005	0.12021	225.526
3147.54	0.830457	6.93497e-005	0.169473	222.926
3118.41	0.799147	0.000147442	0.200706	221.11
3096.16	0.777021	0.000271017	0.222708	219.724
3078.35	0.736975	0.000432058	0.262593	218.613
3062.53	0.689084	0.000612475	0.310303	217.627
3047.54	0.641564	0.00078972	0.357646	216.693
3032.8	0.596286	0.000948943	0.402765	215.774
3017.99	0.554692	0.00112203	0.444186	214.85
3003.44	0.521406	0.00128083	0.477313	213.944
2989.18	0.495472	0.00142757	0.503101	213.055
2975.26	0.475962	0.00158892	0.522449	212.187
2961.77	0.461798	0.001868	0.536334	211.346
2948.79	0.451361	0.00257405	0.546064	210.537
2936.36	0.443137	0.00441457	0.552449	209.762
2924.52	0.436038	0.00860203	0.55536	209.024
2913.27	0.428855	0.0165934	0.554552	208.323
2902.67	0.420268	0.0293443	0.550387	207.662
2892.73	0.409736	0.0464264	0.543838	207.042
2885.43	0.349688	0.125891	0.524421	206.587
2883	0.28797	0.196649	0.515381	206.435
2881.39	0.272266	0.211718	0.516015	206.335
2880.07	0.268016	0.215561	0.516424	206.253
2878.85	0.267113	0.216304	0.516583	206.177
2877.68	0.267038	0.21622	0.516742	206.104
2876.55	0.267155	0.215937	0.516908	206.033
2875.46	0.267311	0.215616	0.517073	205.965
2874.4	0.267471	0.215295	0.517233	205.9
2873.39	0.267629	0.214983	0.517388	205.836
2872.4	0.267782	0.214681	0.517538	205.775
2871.46	0.267929	0.214389	0.517682	205.716
2870.55	0.26807	0.214109	0.517821	205.66
2869.69	0.268206	0.21384	0.517954	205.606
2868.86	0.268336	0.213582	0.518081	205.554
2868.07	0.268461	0.213336	0.518203	205.505
2867.32	0.268579	0.213102	0.518319	205.458
2866.62	0.268691	0.212881	0.518428	205.414
2865.96	0.268797	0.212672	0.518531	205.373
2865.34	0.268895	0.212477	0.518628	205.335
2864.77	0.268987	0.212295	0.518717	205.299
2864.25	0.269072	0.212128	0.5188	205.267
2863.78	0.269149	0.211976	0.518875	205.237
2863.36	0.269218	0.211839	0.518943	205.211
2862.98	0.26928	0.211718	0.519003	205.188
2862.66	0.269333	0.211612	0.519055	205.168
2862.39	0.269378	0.211524	0.519098	205.151
2862.18	0.269414	0.211453	0.519134	205.137
2862.01	0.269441	0.211398	0.51916	205.127
2861.9	0.26946	0.211362	0.519178	205.121
2861.85	0.269469	0.211343	0.519188	205.117
3147.54	0.830457	6.93497e-005	0.169473	222.926
3128.94	0.802288	0.000130437	0.197581	221.767
3108.66	0.787852	0.000226067	0.211922	220.503
3090.74	0.757339	0.000359498	0.242302	219.385
3074.75	0.714288	0.000522651	0.28519	218.389
3059.79	0.667981	0.000697991	0.331321	217.456
3045.23	0.623229	0.000864855	0.375906	216.549
3030.7	0.5801	0.00102658	0.418874	215.643
3016.14	0.542682	0.00119499	0.456123	214.735
3001.8	0.512835	0.00134952	0.485816	213.841
2987.71	0.489605	0.00149363	0.508902	212.963
2973.95	0.472173	0.0016585	0.526169	212.105
2960.6	0.459509	0.00195955	0.538532	211.273
2947.75	0.450038	0.00273198	0.54723	210.472
2935.44	0.442425	0.00472023	0.552854	209.705
2923.7	0.435595	0.00915282	0.555252	208.973
2912.54	0.428395	0.017467	0.554138	208.277
2902.01	0.419574	0.0305987	0.549827	207.621
2892.12	0.408629	0.0482075	0.543164	207.004
2885.23	0.344083	0.132711	0.523206	206.574
2882.89	0.286422	0.19824	0.515338	206.429
2881.3	0.27185	0.212072	0.516078	206.33
2879.99	0.267921	0.215644	0.516436	206.248
2878.77	0.267099	0.21631	0.516591	206.172
2877.6	0.267042	0.216207	0.516751	206.099
2876.47	0.267163	0.21592	0.516917	206.029
2875.38	0.26732	0.215598	0.517082	205.961
2874.33	0.267481	0.215277	0.517242	205.895
2873.31	0.267638	0.214965	0.517397	205.831
2872.33	0.267791	0.214662	0.517547	205.77
2871.38	0.267938	0.214371	0.517691	205.711
2870.47	0.268079	0.214091	0.51783	205.655
2869.61	0.268215	0.213822	0.517963	205.601
2868.78	0.268346	0.213564	0.518091	205.549
2867.99	0.26847	0.213318	0.518212	205.5
2867.24	0.268588	0.213084	0.518328	205.453
2866.53	0.2687	0.212862	0.518438	205.409
2865.87	0.268806	0.212653	0.518541	205.368
2865.26	0.268905	0.212457	0.518638	205.33
2864.69	0.268997	0.212276	0.518727	205.294
2864.16	0.269082	0.212108	0.51881	205.261
2863.69	0.269159	0.211956	0.518885	205.232
2863.27	0.269228	0.211819	0.518953	205.205
2862.89	0.26929	0.211697	0.519013	205.182
2862.57	0.269343	0.211592	0.519065	205.162
2862.3	0.269388	0.211503	0.519109	205.145
2862.08	0.269424	0.211432	0.519144	205.132
2861.92	0.269452	0.211378	0.519171	205.122
2861.81	0.26947	0.211341	0.519189	205.115
2861.76	0.269479	0.211322	0.519198	205.111
3118.41	0.799147	0.000147442	0.200706	221.11
3108.66	0.787852	0.000226067	0.211922	220.503
3095.64	0.763765	0.000336602	0.235898	219.691
3081.93	0.72695	0.000478093	0.272572	218.837
3068.22	0.684353	0.000639713	0.315007	217.982
3054.52	0.641544	0.000804732	0.357651	217.128
3040.72	0.59997	0.000956749	0.399073	216.267
3026.62	0.560581	0.00112713	0.438292	215.389
3012.55	0.528344	0.00128758	0.470368	214.512
2998.6	0.502541	0.00143443	0.496025	213.642
2984.85	0.482502	0.00157439	0.515924	212.785
2971.39	0.467533	0.00174644	0.53072	211.946
2958.33	0.456576	0.00208932	0.541334	211.131
2945.73	0.448118	0.00299067	0.548891	210.346
2933.64	0.441119	0.00527523	0.553606	209.592
2922.09	0.434625	0.0102333	0.555142	208.872
2911.11	0.42728	0.0192762	0.553444	208.188
2900.73	0.418259	0.0328657	0.548876	207.541
2890.93	0.405646	0.0524625	0.541891	206.93
